id,accident,author,date,description,lat,link,lon,title,source,location,road1,road2,resolution,tweet_id,district_hebrew,non_urban_intersection_hebrew,region_hebrew,road_segment_name,street1_hebrew,street2_hebrew,yishuv_name
18572,false,טובה צימוקי,2020-02-17 16:31,"שר המשפטים אמיר אוחנה (הליכוד) התייחס לדחיית הכינוס של הוועדה הממשלתית לבדיקת מח""ש ואמר כי ""אינני שותף להחלטה - אך אני מגבה אותה"". הוועדה הודיעה כי זימון העדים בפני ראשיה נדחה ל-4 במרץ, יומיים אחרי הבחירות לכנסת ה-23. אוחנה הוסיף: ""ממילא בכתב המינוי נקבע כי תגיש את ממצאיה רק בעוד ארבעה חודשים, העיקר שתפעל לבדוק מדוע האמון במח""ש כה ירוד"".",0.0,"http://www.ynet.co.il/articles/0,7340,L-5679504,00.html",0.0,"אוחנה על דחיית כינוס הוועדה לבדיקת מח""ש: ""מגבה את ההחלטה""",ynet,,,,,,,,,,,,
18571,false,דניאל דולב,2020-02-17 16:28," שר המשפטים אמיר אוחנה אמר היום (שני) בתגובה להחלטת ועדת הבדיקה הממשלתית לטיפול המערכתי בעבירות שוטרים בפרקליטות המדינה כי הוא אינו שוטף להחלטה או לשיקולי הוועדה, אך מגבה אותה. ""העיקר שתפעל לבדוק מדוע האמון במח""ש כה ירוד (ממילא בכתב המינוי נקבע כי תגיש את ממצאיה רק בעוד 4 חודשים)"", אמר השר אוחנה. ",0.0,https://news.walla.co.il/item/3341419,0.0,"אוחנה: ""העיקר שהוועדה תבדוק מדוע האמון במח""ש ירוד""",walla,,,,,,,,,,,,
18570,false,מאיה הורודניצ'אנו,2020-02-17 15:53," פועל בן 34 נפצע באורח בינוני היום (שני) בנפילה מגובה באתר בנייה ברחוב האיילות בגבעת זאב. צוות מד""א העניק לו טיפול רפואי ופינה אותו עם חבלות בחזה ובגפיים לבית החולים שערי צדק בירושלים. ",0.0,https://news.walla.co.il/item/3341413,0.0,גבר בן 34 נפצע בינוני בנפילה מגובה בגבעת זאב,walla,,,,,,,,,,,,
18569,false,רויטרס,2020-02-17 15:45, פקיסטן: 10 בני אדם נהרגו בפיגוע בדרום-מערב המדינה,0.0,https://news.walla.co.il/item/3341411,0.0,פקיסטן: 10 בני אדם נהרגו בפיגוע בדרום מערב המדינה,walla,,,,,,,,,,,,
18568,false,"אחיה ראב""ד",2020-02-17 15:40,"המרכז הרפואי לגליל בנהריה הודיע על שביתת עבודה מחר ומחרתיים. נמסר כי ""במהלך השביתה יתקיימו רק ניתוחים דחופים"". בית הדין האזורי לעבודה בחיפה דחה את בקשת ההנהלה לאסור את השביתה, שתתקיים במחאה על מחסור כוח האדם במקום. המחלקה האונקולוגית והמכון האונקולוגי, הפגייה, חדרי המיון, יחידת טיפול נמרץ וחדרי הלידה הוחרגו מהשביתה.",0.0,"http://www.ynet.co.il/articles/0,7340,L-5679466,00.html",0.0,"החל ממחר: שביתה במרכז הרפואי לגליל בנהריה, יתקיימו רק ניתוחים דחופים",ynet,,,,,,,,,,,,
18567,false,דנה ירקצי,2020-02-17 15:33," שר החקלאות צחי הנגבי אמר היום (שני) כי לאור בידוד הנוסעים השבים מתאילנד בשל נגיף הקורונה, פנה משרדו לרשות האוכלוסין בבקשה להאריך את שהות העובדים הזרים מתאילנד שכבר נמצאים בישראל, במקום להביא חדשים במקומם. זאת, מאחר ובעוד מספר שעות אמורה לצאת טיסה מתאילנד ועליה עשרות עובדים זרים למשקים חקלאיים. ""יש בארץ מספיק עובדים זרים מתאילנד ששהו כל השנה בישראל, ואמורים לצאת מן הארץ"", הסביר הנגבי. ""כל עוד קיימת סכנת מחלת הקורונה, צריך להאריך את אשרת שהייתם בישראל במקום לסכן את הציבור באמצעות הגעת עובדים חדשים"". ",0.0,https://news.walla.co.il/item/3341410,0.0,השר הנגבי ביקש להאריך את שהות העובדים הזרים מתאילנד,walla,,,,,,,,,,,,
18566,false,טובה צימוקי,2020-02-17 15:18,"הוועדה הממשלתית לבדיקת התנהלות המחלקה לחקירות שוטרים (מח""ש) הודיעה כי זימון העדים בפני ראשיה נדחה ל-4 במרץ, יומיים אחרי הבחירות לכנסת ה-23. בהודעת הוועדה צוין: ""כמות הפניות ותוכן הפניות שקיבלה הוועדה עד כה, מלמדים כי נושא הוועדה הוא בעל חשיבות רבה ביותר וכי לוועדה נכונה עוד עבודה רבה. נוכח בקשות שהופנו לוועדה, החלטנו לדחות את זימון העדים לתאריך 4.3.20 בשעה 12:30"".",0.0,"http://www.ynet.co.il/articles/0,7340,L-5679461,00.html",0.0,"כינוס הוועדה הממשלתית לבדיקת מח""ש - רק אחרי הבחירות",ynet,,,,,,,,,,,,
18565,true,רועי רובינשטיין,2020-02-17 15:16,"בשירות בתי הסוהר הביעו תנחומים על מותו של רס""מ ניר יוחאי (43), שנהרג הבוקר בעת שרכב על אופנוע מפגיעת כלי רכב בכביש 40 סמוך לרחובות. לפי הודעתם, יוחאי שירת ביחידת ""נחשון"" בשב""ס במשך 21 שנים. הוא הותיר אחריו אישה ושלושה ילדים.",31.892773,"http://www.ynet.co.il/articles/0,7340,L-5679458,00.html",34.811272,"רוכב האופנוע שנהרג הבוקר ליד רחובות: רס""מ ניר יוחאי בן 43 מגדרה",ynet,רחובותסמוך לכביש 40 ,40,,כביש בינעירוני,,,,,מחלף קמה - צומת פלוגות,,,
18564,false,לירן לוי,2020-02-17 15:06," תושב אריאל בן 53 נעצר היום (שני) בחשד לביצוע עבירות מין בבת שמונה מאזור השרון. התלונה לגביו התקבלה לפני כחודש ומוקדם יותר היום אותר החשוד והובא לחקירה בתחנת המשטרה, בסיומה נעצר. בדיון שהתקיים היום בבית משפט השלום בפתח תקווה הוארך מעצרו של החשוד בארבעה ימים נוספים, עד ליום חמישי הקרוב. ",0.0,https://news.walla.co.il/item/3341393,0.0,תושב אריאל בן 53 חשוד בביצוע עבירות מין בבת 8 מהשרון,walla,,,,,,,,,,,,
18563,false,חסן שעלאן,2020-02-17 15:01,"המשטרה הודיעה כי פתחה בחקירה בגין חשד לחטיפת אדם, תקיפה, גניבת כלי רכב ואקדח ביום שישי האחרון בנצרת. עוד נמסר כי לפי שעה נעצרו שני חשודים כבני 20 מהכפר זרזיר, וכי צפויים מעצרים נוספים. מחקירה ראשונית עולה כי הרקע למעשה הוא סכסוך בין משפחות.",0.0,"http://www.ynet.co.il/articles/0,7340,L-5679450,00.html",0.0,"המשטרה עצרה 2 חשודים בחטיפת אדם, תקיפה וגניבה רכב ונשק בנצרת",ynet,,,,,,,,,,,,
18562,false,מורן אזולאי,2020-02-17 14:45,"לאחר שהכנסת נענתה לבקשת החסינות של השר לשעבר ח""כ חיים כץ, אמר יו""ר מרצ ניצן הורוביץ: ""נתניהו הופיע לפתע במליאה והצביע בעד חסינות לכץ, אף שהיה מקוזז עם ח""כ תמר זנדברג שילדה אתמול"". עוד הוא כתב בטוויטר: ""זה נוכל. אין שום ערך להתחייבויות שלו"". מהליכוד נמסר: ""ראש הממשלה לא היה מקוזז בהצבעה. אתמול רק נבדקה האפשרות"". במפלגתה של זנדברג טוענים שהשניים כן התקזזו.",0.0,"http://www.ynet.co.il/articles/0,7340,L-5679446,00.html",0.0,"יו""ר מרצ: ""נתניהו הופיע במליאה והצביע בעד חסינות לכץ - למרות שהיה מקוזז""",ynet,,,,,,,,,,,,
18561,false,רענן בן צור,2020-02-17 14:44,המשטרה עצרה גבר בן 53 מאריאל בחשד שביצע עבירות מין בילדה בת שמונה מאזור השרון לפני כחודש. בבית משפט השלום בפתח תקווה הוארך מעצרו בארבעה ימים.,0.0,"http://www.ynet.co.il/articles/0,7340,L-5679444,00.html",0.0,המשטרה עצרה גבר בחשד שביצע עבירות מין בילדה מאזור השרון,ynet,,,,,,,,,,,,
18559,false,,2020-02-17 14:27,,0.0,"http://www.ynet.co.il/articles/0,7340,L-5679435,00.html",0.0,השר לשעבר חיים כץ קיבל חסינות מהכנסת,ynet,,,,,,,,,,,,
18560,false,יקי אדמקר,2020-02-17 14:27," מליאת הכנסת קיבלה לפני זמן קצר (שני) לאחר הצבעה את בקשת החסינות של השר לשעבר, ח""כ חיים כץ (הליכוד). החסינות תקיפה עד אחרי הבחירות, אז תושבע הכנסת ה-23. ",0.0,https://news.walla.co.il/item/3341376,0.0,"מליאת הכנסת קיבלה את בקשת החסינות של ח""כ חיים כץ",walla,,,,,,,,,,,,
18558,false,איתי בלומנטל,2020-02-17 14:17,"דובר צה""ל מסר כי לוחמים איתרו גופה - החשודה כגופת המחבל שביצע את פיגוע הירי לפני עשרה ימים בצומת הפרסה בכביש 463 בבנימין. בפיגוע נפצע חייל באורח קל. עוד נמסר כי הגופה אותרה תחת צמחייה סבוכה בוואדי וסמוך לה זוהו כלי נשק מסוג M-16 ואקדח.",0.0,"http://www.ynet.co.il/articles/0,7340,L-5679431,00.html",0.0,"צה""ל: 10 ימים לאחר הפיגוע בבנימין - אותרה גופת המחבל בוואדי",ynet,,,,,,,,,,,,
18557,false,אמיר בוחבוט,2020-02-17 14:15," כוחות צה""ל איתרו היום (שני) את גופת המחבל שביצע לפני כשבועיים את פיגוע הירי בצומת הפרסה שבבנימין, בה נפצע חייל באורח קל - כך נמסר מדובר צה""ל. גופת המחבל אותרה תחת צמחייה סבוכה בוואדי, וסמוך לה אותרו כלי נשק מסוג M-16 ואקדח. ",0.0,https://news.walla.co.il/item/3341374,0.0,"צה""ל: אותרה גופת המחבל שביצע את פיגוע הירי בבנימין",walla,,,,,,,,,,,,
18555,false,,2020-02-17 14:05,,0.0,"http://www.ynet.co.il/articles/0,7340,L-5679428,00.html",0.0,"חיים כץ בדיון החסינות: ""אני בן 72, פי וליבי שווים - לא זוכר מתי שיקרתי""",ynet,,,,,,,,,,,,
18556,false,יקי אדמקר,2020-02-17 14:03," ח""כ חיים כץ (הליכוד) אמר היום (שני) במהלך הדיון במליאת הכנסת בנוגע לחסינותו, אמר כי הוא גאה בעשייה הציבורית שלו, תוך שסיכם את תפקידיו בכנסת ובממשלה לאורך השנים. ""גאה מאד בעשייה הזאת למען הציבור. אני רואה בכך בין היתר את הגשמת השליחות הציבורית שלשמה נבחרתי"". ",0.0,https://news.walla.co.il/item/3341370,0.0,"חיים כץ בדיון על חסינותו: ""גאה בעשייה למען הציבור""",walla,,,,,,,,,,,,
18554,false,אלכסנדרה לוקש וניר ,2020-02-17 13:58,"ניר ברקת, מועמד הליכוד לתפקיד שר האוצר, אמר בריאיון לאולפן ynet: ""אני יזם, ככה עשיתי בעסקים ובהייטק. גם כשנכנסתי לראשות העיר ירושלים הצבתי חזון והמון היו ספקנים. צריך לחשוב מחוץ לקופסה, יזם כמוני מסתכל איך אפשר לקחת את הטוב ולעשות ממנו הרבה יותר טוב"". עוד טען ברקת: ""מדינת ישראל עשתה קפיצת מדרגה נפלאה בעשור האחרון בתחום הכלכלי. הכלכלה יציבה בכל פרמטר והתקדמה יפה, הרבה בזכות ראש הממשלה - וגם לכחלון מגיע קרדיט משמעותי"".",0.0,"http://www.ynet.co.il/articles/0,7340,L-5679424,00.html",0.0,"המועמד לאוצר ניר ברקת ל-ynet: ""צריך להבין ביזמות, מחירי הדירות יירדו""",ynet,,,,,,,,,,,,
18552,false,אלישע בן קימון,2020-02-17 13:46,"אישה כבת 50 נפצעה באורח קל משברי זכוכיות בכביש 465, סמוך לכפר הפלסטיני שוקבא שבאזור השומרון. זאת לאחר שאלמונים יידו אבנים לעבר כלי רכב במקום. צוותי מד""א העניקו לה טיפול רפואי בזירה.",0.0,"http://www.ynet.co.il/articles/0,7340,L-5679404,00.html",0.0,"אלמונים יידו אבנים סמוך לשוקבא בשומרון, אישה נפצעה קל מרסיסים",ynet,,,,,,,,,,,,
18553,false,אמיר בוחבוט,2020-02-17 13:44," גופת פלסטיני נמצאה היום (שני) באזור בנימין, ולצידה אקדח ורובה M-16. צה""ל פתח בבדיקה. ",0.0,https://news.walla.co.il/item/3341363,0.0,גופת פלסטיני נמצאה באזור בנימין ולידה אקדח ורובה M-16,walla,,,,,,,,,,,,
18551,false,איתי בלומנטל,2020-02-17 13:25,"יממה לאחר שהוחלט כי החוזרים מתאילנד לישראל ישהו בבידוד למשך 14 יום, חברת התעופה אל על שוקלת אם להפסיק את הטיסות בקו לבנגקוק - או להסתפק בצמצום דרמטי של טיסות למדינה. בדיווח שהעבירה החברה לבורסה הבוקר נכתב: ""לאור הנחיות משרד הבריאות, מתאימה החברה את פעילותה בנתיב לבנגקוק, בהמשך להשהייה זמנית של טיסותיה לבייג'ינג והונג קונג, ובוחנת את ההשלכות הנובעות מכך"". בתוך כך, לעת עתה אוחדו טיסות לבנגקוק.",0.0,"http://www.ynet.co.il/articles/0,7340,L-5679398,00.html",0.0,נגיף הקורונה: אל על שוקלת לבטל זמנית את הקו לתאילנד,ynet,,,,,,,,,,,,
18550,false,עמיחי אתאלי,2020-02-17 13:23,"יו""ר עוצמה יהודית, איתמר בן גביר, שלח ליו""ר הימין החדש, נפתלי בנט, מכתב התראה לפני תביעה בגין ""הכפשות"" שאמר נגדו שר הביטחון בכמה כנסים לאחרונה. בן גביר דורש מבנט להתנצל על דבריו תוך 48 שעות ולפצותו בסכום של חצי מיליון שקלים. עורך הדין של בן גביר ציין במכתב: ""הדברים שפרסמת כלפי מרשיי הם שקר מוחלט ופורסמו במטרה מכוונת להשחיר את דמותם בעיני הרבים"".",0.0,"http://www.ynet.co.il/articles/0,7340,L-5679396,00.html",0.0,"בן גביר מאיים על בנט: ""התנצל ושלם פיצוי של חצי מיליון שקל - או שאתבע""",ynet,,,,,,,,,,,,
18548,false,יקי אדמקר,2020-02-17 13:14," ח""כ גדעון סער (הליכוד) אמר היום (שני) במהלך דיון במליאת הכנסת בנושא מתן חסינות לח""כ חיים כץ (הליכוד) כי הוא יצביע בעד מתן החסינות. ""אני עושה את זה בלב שלם. הכנסת איננה רשאית על פי החוק להסיר את החסינות במקרה הזה. נדיר מאוד שהתביעה הכללית מגישה כתב אישום רק על עבירת הפרת אמונים, אבל מה שעוד יותר רלוונטי הוא שכתב האישום הוגש בגין מעשה החקיקה של הכנסת. מעולם לא היה דבר כזה. אין חולק שהחוק הזה חוק טוב, חוק מיטיב עם כלל אזרחי ישראל"". ",0.0,https://news.walla.co.il/item/3341355,0.0,"ח""כ סער: אצביע בעד חסינות לכץ - הכנסת לא רשאית להסירה",walla,,,,,,,,,,,,
18547,true,מאיה הורודניצ'אנו,2020-02-17 13:12," גבר כבן 30 נפצע היום (שני) בהתהפכות רכבו בכביש 557, סמוך לעינב שבשומרון. צוותי מד""א פינו אותו במצב קשה לבית החולים בילינסון, כשהוא סובל מחבלה רב מערכתית. ",32.283594,https://news.walla.co.il/item/3341351,35.125198,גבר כבן 30 נפצע קשה בהתהפכות רכב ליד עינב בשומרון,walla,"עינב שבשומרוןסמוך לכביש 557, ",557,,כביש בינעירוני,,,,,צומת שער אפרים - צומת לשבי שומרון,,,
18549,true,אלישע בן קימון,2020-02-17 13:11,"גבר כבן 30 נפצע באורח קשה בהתהפכות כלי רכב בכביש 557 סמוך לעינב שבאזור השומרון. צוותי מד""א פינו אותו, עם חבלה רב-מערכתית, לבית החולים בילינסון בפתח תקווה.",32.283594,"http://www.ynet.co.il/articles/0,7340,L-5679388,00.html",35.125198,גבר נפצע קשה בהתהפכות כלי רכב בכביש 557 באזור השומרון,ynet,עינב שבאזור השומרוןסמוך לכביש 557 ,557,,כביש בינעירוני,,,,,צומת שער אפרים - צומת לשבי שומרון,,,
18545,false,אלכסנדרה לוקש וניר ,2020-02-17 12:57,"יו""ר סיעת ישראל ביתנו, ח""כ עודד פורר, אמר באולפן ynet: ""בחירות רביעיות לא יהיו. ישראל ביתנו תכריע, נקודה"". ח""כ פורר הוסיף: ""על 91 חברי כנסת מוסכמת אג'נדה לאומית-ציונית-ליברלית. בפעם הקודמת אמרנו שתהיה אך ורק ממשלת אחדות ועמדנו בכך. לצערי, בסיבוב הקודם הייתה יכולה לקום ממשלת אחדות של גנץ ונתניהו - אך אחד היה עסוק בחסינות שלו והשני העדיף שבבחירות הבאות הוא ייצא יותר טוב"".",0.0,"http://www.ynet.co.il/articles/0,7340,L-5679364,00.html",0.0,"ח""כ פורר ל-ynet: ""ישראל ביתנו תכריע, לא יהיו בחירות רביעיות""",ynet,,,,,,,,,,,,
18577,true,מגן דוד אדום,2020-02-17 12:54,,31.9913932,https://twitter.com/mda_israel/status/1229366261274075136,35.050399,"בשעה 12:54 התקבל דיווח במוקד 101 של מד""א במרחב איילון על ידוי אבנים לעבר רכב, בכביש 446 סמוך לשוקבא. חובשים ופראמדיקים של מד""א מעניקים במקום טיפול רפואי לנהגת הרכב, אישה כבת 50 שנפצעה באורח קל משברי זכוכיות.",twitter,שוקבאסמוך לכביש 446 ,446,,כביש בינעירוני,1229366261274075136,,,,צומת נילי - צומת עלי זהב,,,
18546,false,סוכנויות הידיעות,2020-02-17 12:52," חמישה חיילים אפגניים נהרגו ועוד שלושה נפצעו היום (שני) בפיגוע טליבאן בבסיס צבאי במחוז קונדוז בצפון אפגניסטן - כך נמסר מגורמים רשמיים במדינה. התקיפה אירעה ימים לאחר ששר ההגנה של ארצות הברית, מארק אספר, אמר כי מתהווה מו""מ לצמצום האלימות בין הצדדים. ",0.0,https://news.walla.co.il/item/3341348,0.0,אפגניסטן: 5 חיילים נהרגו בפיגוע טליבאן בבסיס צבאי בצפון המדינה,walla,,,,,,,,,,,,
18544,false,מתן צורי,2020-02-17 12:47,"המשטרה מסרה כי הוארך מעצרם של שלושה חשודים במעורבות ברצח נדב בוחניק (20) באשדוד לפני שבוע. חשוד נוסף שוחרר אתמול ממעצר בתנאים מגבילים. הארבעה נעצרו ביום שישי האחרון בחשד למעורבות באירוע, שתועד במצלמות אבטחה. הרקע, כך דווח, הוא ככל הנראה סכסוך בין הצדדים.",0.0,"http://www.ynet.co.il/articles/0,7340,L-5679360,00.html",0.0,רצח הצעיר באשדוד לפני שבוע: הוארך מעצרם של 3 חשודים,ynet,,,,,,,,,,,,
18543,false,יקי אדמקר,2020-02-17 12:40," יו""ר ש""ס אריה דרעי אמר היום (שני) בישיבת הסיעה בכנסת כי הוא יזם את מכתב בלוק הימין התומך ראש הממשלה בנימין נתניהו בכדי שלא תקום ממשלה סגורה עם בני גנץ, אביגדור ליברמן והרשימה המשותפת. ""כשחשפתי לפני שבועיים על ממשלה סגורה יחד עם גנץ, לפיד, ליברמן והערבים חשבו כולם שמדובר בספין. מאז הם לא מפסיקים לאשר את זה. רק הבוקר יאיר לפיד אישר בראיון ועוד הסביר שליברמן הוא האיש הכי קרוב לקווי היסוד שלו. הדבר הכי גרוע זה לתקוף מפלגות בתוך הגוש, שמח שכולם הבינו את זה"". ",0.0,https://news.walla.co.il/item/3341341,0.0,"דרעי: גנץ, ליברמן והערבים מאשרים שיקימו ממשלה סגורה",walla,,,,,,,,,,,,
18579,true,מגן דוד אדום,2020-02-17 12:34,,32.266552,https://twitter.com/mda_israel/status/1229360588159057922,35.062061,"בשעה 12:34 התקבל דיווח במוקד 101 של מד""א במרחב ירקון על רכב שהתהפך בכביש 557, סמוך לעינב. חובשים ופראמדיקים של מד""א מעניקים טיפול רפואי ומפנים לבי""ח בילינסון גבר כבן 30 במצב קשה, עם חבלה רב מערכתית.",twitter,"עינבסמוך לכביש 557, ",557,,כביש בינעירוני,1229360588159057922,,,,צומת שער אפרים - צומת לשבי שומרון,,,
18542,false,"אלכסנדרה לוקש, ניר ",2020-02-17 12:30,"במסגרת ההיערכות לקליטת הישראלים השוהים בהסגר בספינת ""דיימונד פרינסס"" ביפן, המשנה למנכ""ל משרד הבריאות פרופ' איתמר גרוטו עדכן כי הוא פועל לשחרורם המוקדם של הנוסעים - שצפוי מחרתיים ותלוי בקבלת תוצאות בדיקות סופיות עד למועד זה. עוד נמסר כי הנוסעים שישוחררו יובאו לשדה התעופה, יעלו על טיסה ישירה לישראל, ומשם יועברו לבידוד למשך 14 יום בבית החולים שיבא. עד כה שלושה מבין 15 הנוסעים מישראל אובחנו כחולים בנגיף.",0.0,"http://www.ynet.co.il/articles/0,7340,L-5679352,00.html",0.0,"הישראלים מ""ספינת הקורונה"" שייקלטו בישראל יועברו לבידוד בשיבא",ynet,,,,,,,,,,,,
18541,false,יניר יגנה,2020-02-17 12:25, צרור בלונים ועליו חפץ חשוד אותר לפני זמן קצר (שני) בשטח חקלאי במועצה אזורית אשכול. חבלן משטרתי הוזעק למקום. ,0.0,https://news.walla.co.il/item/3341331,0.0,צרור בלונים עם חפץ חשוד אותר במועצת אשכול; חבלן במקום,walla,,,,,,,,,,,,
18540,false,מערכת וואלה! חדשות,2020-02-17 12:20," 24 בני אדם נהרגו אתמול (ראשון) בפיגוע טרור בכנסייה בעיר פאנסי שבמחוז יאגה בבורקינה פאסו - כך מסרו הרשויות במדינה. לדברי ראש העיר, עשרים חמושים נכנסו לכנסייה במהלך תפילת יום ראשון, ירו בנוכחים, חטפו שלושה בני אדם ופצעו עשרה. ",0.0,https://news.walla.co.il/item/3341327,0.0,בורקינה פאסו: 24 בני אדם נהרגו בפיגוע בכנסייה במחוז יאגה,walla,,,,,,,,,,,,
18538,false,מורן אזולאי,2020-02-17 12:15,"מליאת הכנסת החלה את הדיון בבקשת החסינות של חיים כץ, במסגרת ישיבת פגרה מיוחדת שכינסה בנושא.",0.0,"http://www.ynet.co.il/articles/0,7340,L-5679345,00.html",0.0,מליאת הכנסת החלה את הדיון בבקשת החסינות של חיים כץ,ynet,,,,,,,,,,,,
